period,District,site,site_id,partner,latitude,longitude,admissions_SAM,relapses_SAM,readmissions_SAM,upgrades_SAM,downgrades_SAM,defaulters_SAM,successful_SAM,tot_discharges_SAM,perc_recovered_SAM,perc_nonresponding_SAM,perc_defaulters_SAM,admissions_MAM,relapses_MAM,readmissions_MAM,defaulters_MAM,successful_MAM,tot_discharges_MAM,perc_recovered_MAM,perc_nonresponding_MAM,perc_defaulters_MAM,malaria,pneumonia,cholera,IYCF
June,El-afwayn,Jed(Biyo Dhacay) - OTP and TSFP,SNS441,HPA,10.311183,47.667107,11,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0
June,El-afwayn,Dawldawl - OTP and TSFP,SNS442,HPA,9.55867,47.04721,4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
June,Hargeisa,Ina Cunaaye - OTP and TSFP,SNS618,HPA,9.315,44.05094,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0
June,Hargeisa,Laalayska - OTP and TSFP,SNS624,HPA,9.362765,43.91166667,5,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
June,Odwaine,Galoolay - OTP and TSFP Mobile,SNS228,HPA,9.75931,43.75077,4,0,0,0,0,0,5,5,100,0,0,42,0,0,0,0,0,0,0,0,0,0,18,13
June,Dhusamareb ,Ballicad/Dumaye/Mobile - Integrated Health and  nutrition site,SNS454,IRC,5.4875,46.095833,23,0,1,0,2,0,15,17,88,12,0,55,0,0,1,23,24,96,0,4,1,26,0,45
June,Dhusamareb ,Beer cabdi farax/Mobile - Integrated Health and  nutrition site,SNS455,IRC,5.445833,46.500556,20,0,0,0,0,1,13,14,93,0,7,47,0,2,0,20,20,100,0,0,0,19,0,43
June,Dhusamareb ,Dhusamareb district  - Referral Health Centre,SNS456,IRC,5.53764,46.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
June,Dhusamareb ,Faragoy/Mobile - Integrated Health and  nutrition site,SNS457,IRC,5.92108,46.524527,19,1,0,0,1,0,12,13,92,15,0,50,0,0,0,16,16,100,0,0,0,16,0,49
June,Dhusamareb ,Hadful/Mobile - Integrated Health and  nutrition site,SNS458,IRC,5.643056,46.554722,18,0,0,0,0,0,20,20,100,0,0,49,0,0,0,19,19,100,0,0,0,26,0,53
June,Dhusamareb,Hanan Hospital - HC,SNS459,IRC,5.320374,46.225872,87,3,4,7,14,3,33,57,58,42,5,178,0,3,2,57,59,97,0,3,19,108,53,238
June,Dhusamareb ,Hananley/Mobile - Integrated Health and  nutrition site,SNS460,IRC,5.664444,46.422778,24,0,0,0,1,1,12,14,86,7,7,53,0,0,0,15,15,100,0,0,2,13,5,54
June,Dhusamareb ,Higlale/Mobile - Integrated Health and  nutrition site,SNS461,IRC,5.493056,46.2075,17,0,1,0,0,0,14,14,100,0,0,38,0,1,0,15,15,100,0,0,0,17,0,28
June,Dhusamareb ,Xundhure/Mobile - Integrated Health and  nutrition site,SNS462,IRC,5.45911,46.38648,29,1,0,0,0,1,15,16,94,6,6,54,0,1,2,22,24,92,0,8,0,33,1,53
June,Guricel ,Ali Hassan/Mobile 2 - Integrated Health and  nutrition site,SNS463,IRC,5.18907,45.91851,18,0,0,0,0,2,10,12,83,0,17,48,0,0,1,19,20,95,0,5,0,22,0,43
June,Guricel ,Aran/Mobile 1 - Integrated Health and  nutrition site,SNS464,IRC,5.30825,45.87737,37,0,1,0,4,1,22,27,81,15,4,83,0,5,3,30,33,91,0,9,5,84,11,96
June,Guricel ,Barax/Mobile 2 - Integrated Health and  nutrition site,SNS465,IRC,5.40896,45.7955,17,0,2,0,0,1,17,18,94,0,6,44,0,1,0,23,23,100,0,0,0,27,1,35
June,Guricel ,Bart-Ugaska/Mobile 1 - Integrated Health and  nutrition site,SNS466,IRC,5.23694,45.82129,15,1,0,0,1,0,12,13,92,15,0,38,0,3,0,22,22,100,0,0,0,26,0,38
June,Guricel ,Calalale/Mobile 2 - Integrated Health and  nutrition site,SNS467,IRC,5.54121,45.67062,16,0,0,0,0,1,13,14,93,0,7,39,0,0,0,22,22,100,0,0,0,25,1,46
June,Guricel ,Ceelbaraf/Mobile 1 - Integrated Health and  nutrition site,SNS468,IRC,5.4798,45.89961,14,0,1,0,0,0,13,13,100,0,0,38,0,0,0,24,24,100,0,0,0,24,1,51
June,Guricel ,Dabarre/Mobile 1 - Integrated Health and  nutrition site,SNS469,IRC,5.126111,45.935278,15,0,1,0,1,0,11,12,92,8,0,28,0,0,2,20,22,91,0,9,0,18,0,31
June,Guricel ,Damanyo/Mobile 1 - Integrated Health and  nutrition site,SNS470,IRC,5.17972,45.53306,13,1,0,0,0,0,11,11,100,9,0,34,0,2,0,16,16,100,0,0,0,23,0,29
June,Guricel ,Dhagaxyale/Mobile 1 - Integrated Health and  nutrition site,SNS471,IRC,5.27692,45.83127,12,0,0,0,1,0,11,12,92,8,0,36,0,0,1,27,28,96,0,4,0,18,0,34
June,Guricel ,Dirie-Hassan/Mobile 2 - Integrated Health and  nutrition site,SNS472,IRC,5.26156,45.765,18,1,0,0,0,1,14,15,93,7,7,46,0,0,2,17,19,89,0,11,0,22,0,36
June,Guricel ,Gabun/Mobile 1 - Integrated Health and  nutrition site,SNS473,IRC,5.4898,45.79951,14,0,0,0,0,1,12,13,92,0,8,42,0,1,0,22,22,100,0,0,0,19,0,47
June,Guricel ,Gashan/Mobile 2 - Integrated Health and  nutrition site,SNS474,IRC,5.30825,45.87737,21,0,2,0,0,0,14,14,100,0,0,42,0,0,1,23,24,96,0,4,0,21,0,34
June,Guricel ,Godwil/Mobile 2 - Integrated Health and  nutrition site,SNS475,IRC,5.30894,45.8856,18,0,1,0,0,0,14,14,100,0,0,47,0,0,0,18,18,100,0,0,0,27,0,43
June,Guricel ,Guricel District - Hospital ,SNS476,IRC,5.31296,45.88569,68,1,2,16,3,2,21,42,50,48,5,131,0,4,0,48,48,100,0,0,26,111,66,190
June,Guricel ,Harale/Mobile 2 - Integrated Health and  nutrition site,SNS477,IRC,5.40079,45.94858,18,0,0,0,1,1,14,16,88,6,6,44,0,0,1,23,24,96,0,4,0,17,0,44
June,Guricel ,Lanle/Mobile 2 - Integrated Health and  nutrition site,SNS478,IRC,5.4366,45.94898,22,0,0,0,1,1,15,17,88,6,6,47,0,0,0,23,23,100,0,0,0,19,0,39
June,Guricel ,Nagaadi-weyn/Mobile 1 - Integrated Health and  nutrition site,SNS479,IRC,5.07791,45.8319,11,0,0,0,0,0,9,9,100,0,0,34,0,0,0,14,14,100,0,0,0,20,0,38
June,Guricel ,Qarsoni/Mobile 2 - Integrated Health and  nutrition site,SNS480,IRC,5.4869,45.84895,14,0,0,0,0,1,12,13,92,0,8,36,0,0,0,14,14,100,0,0,0,14,0,37
June,Guricel ,Shalaqben/Mobile 1 - Integrated Health and  nutrition site,SNS481,IRC,6.02351,45.96333,19,0,0,0,0,0,12,12,100,0,0,44,0,0,2,22,24,92,0,8,0,18,0,41
June,Guricel ,Ujuuran/Mobile 1 - Integrated Health and  nutrition site,SNS482,IRC,6.02351,45.96333,15,0,0,0,0,1,10,11,91,0,9,35,0,2,0,19,19,100,0,0,0,22,0,39
June,Gaalkayo South ,Gaalkayo South Hospital - Gaalkayo South Hospital,SNS483,IRC,6.84444,47.42816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,244,15,
June,Kahda,"Dalada Mako, Camp Bulo-Sheik, , Dalada Celcade, Dalaada Rabituuk, Dalada Kuntuwarey - Health Mobile Team",SNS484,IMC,2.03996,45.13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
June,Kahda,"Dalada Garas Bajino, Dalada Dulqad, Dalaada Mareeg, Dalada Nageeye, Camp Farjano - Health Mobile Team",SNS485,IMC,2.04086,45.14231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0
June,Kahda ,Kahda HC - HC With Nutrition Screening & Referral,SNS486,IMC,2.03809,45.14551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Wadajir,"Camp Bill iyo Xidig, Dalada Nageyee, Camp Lafweyne, Camp Weedow, Camp Kalkaal - Health Mobile Team",SNS487,IMC,2.02277,45.17611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
June,Wadajir,"Dalada Bardhere, Camp Waasax, Camp towfiq, Camp Osob, Camp Masha-Allah. - Health Mobile Team",SNS488,IMC,2.03996,45.1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Abudwak,1st July HC - HC with OTP & TSFP,SNS489,IMC,6.12156,46.125453,40,0,0,0,0,0,26,26,100,0,0,236,0,0,0,0,0,0,0,0,0,0,18,0
June,Abudwak,Bangelle HC - HC with OTP & TSFP,SNS490,IMC,6.0502,46.1846,23,0,0,0,0,0,17,17,100,0,0,0,0,0,0,0,0,0,0,0,0,14,55,0
June,Abudwak,Dabad HC - HC with CTC  OTP & TSFP,SNS491,IMC,6.254958,46.272158,20,0,0,0,0,0,23,23,100,0,0,83,0,0,0,0,0,0,0,0,5,11,33,0
June,Abudwak,Ibado Referral HC - RHC with CTC  SC & OTP,SNS492,IMC,6.142536,46.14418,264,0,0,20,6,10,144,180,80,14,6,378,0,0,0,0,0,0,0,0,0,8,0,0
June,Abudwak,Mirjicley HC - HC with OTP & TSFP,SNS493,IMC,5.58698,46.2188,77,0,0,0,0,3,26,29,90,0,10,168,0,0,0,0,0,0,0,0,10,27,93,0
June,Jowhar,Galoley HC - Fixed OTP/TSFP,SNS494,IMC,2.42128,45.1849,67,0,0,0,1,0,11,12,92,8,0,615,0,0,0,1,1,100,0,0,0,1,0,0
June,Abudwak,"Alla-Amin, Tawakal/Balgish IDPs,Garasle IDP, Hurfada IDP, lander IDP, Shimbirale IDP - Integrated Health & Nutrition Mobile Team (1st July)",SNS495,IMC,6.132993,46.142485,116,0,0,0,0,0,55,55,100,0,0,243,0,0,0,0,0,0,0,0,0,32,0,0
June,Abudwak,"Balihawad,Ilmanasey,Dilinba,Dafle,Caligurey, Dalsan, Libaxyare,Lamawayne, Dhilitre, Labagale, Angalo - Nutrition Mobile Team",SNS496,IMC,6.1615,46.1924,111,0,0,0,0,0,19,19,100,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0
June,Abudwak,Hadiyo CTC - Integrated Health & Nutrition Mobile Team (1st July),SNS497,IMC,6.235207,46.23251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0
June,Balambal,"Borancad,Odale,Dahir Budhle,Burale Idps,Goroyo Hor idps, Waaberi Village - Nutrition Mobile Team",SNS498,IMC,5.5243,45.4012,145,0,0,0,0,0,42,42,100,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0
June,Abudwak,"Balicad, Galmaygag,Darusalam, Libaxsexay, Aricadays,Geswayne,Airport, Landher,Shilamadow, Lasole - Nutrition Mobile Team",SNS499,IMC,6.1627,46.2233,166,0,0,0,0,0,41,41,100,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0
June,Balambal,Balambal town - HC with CTC  OTP & TSFP,SNS619,IMC,5.762953,45.756243,337,0,0,0,0,0,41,41,100,0,0,385,0,0,0,0,0,0,0,0,0,0,11,0
June,Balambal,"Yocale village, Kalafoge village, Barwaqo village, Timaweynta, inaerig, Gacandaley - Nutrition Mobile Team",SNS625,IMC,5.973611111,45.8,129,0,0,0,0,0,41,41,100,0,0,149,0,0,0,0,0,0,0,0,0,24,0,0
June,Baki,Xamashka - OTP and TSFP Mobile,SNS100,SCI,10.27701,43.41222,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,58
June,Baki,Xamarta  - OTP and TSFP Mobile,SNS101,SCI,10.108934,43.356797,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,63
June,Borama,Cayngala - OTP and TSFP Mobile,SNS102,SCI,9.70395,43.37201,6,0,0,0,0,0,2,2,100,0,0,29,0,0,0,4,4,100,0,0,0,0,0,69
June,Borama,Carocad - OTP and TSFP Mobile,SNS103,SCI,10.01349,43.44324,2,0,0,0,0,0,2,2,100,0,0,16,0,0,0,0,0,0,0,0,0,0,0,29
June,Borama,Jufada - OTP and TSFP Mobile,SNS104,SCI,9.69377,43.29268,5,0,0,0,0,0,5,5,100,0,0,30,0,0,0,3,3,100,0,0,0,0,0,52
June,Borama,Khamuun - OTP and TSFP Mobile,SNS105,SCI,9.79192,43.27711,6,0,0,0,0,0,6,6,100,0,0,49,0,0,0,4,4,100,0,0,0,0,0,82
June,Borama,Maaga/lamalooshka - OTP and TSFP Mobile,SNS106,SCI,9.69214,43.32793,6,0,0,0,0,0,4,4,100,0,0,23,0,0,0,2,2,100,0,0,0,0,0,70
June,Borama,Qaararu - OTP and TSFP Mobile,SNS107,SCI,10.06292,43.06172,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,32
June,Borama,Qabriga caruurta - OTP and TSFP Mobile,SNS108,SCI,10.06303,43.06181,10,0,0,0,0,0,2,2,100,0,0,61,0,0,0,0,0,0,0,0,0,0,0,113
June,Borama,Qabri-dhawad - OTP and TSFP Mobile,SNS109,SCI,9.77942,43.3445,15,0,0,0,0,0,5,5,100,0,0,66,0,0,0,21,21,100,0,0,0,0,0,85
June,Borama,Sogsoglay - OTP and TSFP Mobile,SNS110,SCI,9.93747,43.13522,14,0,0,0,0,0,6,6,100,0,0,65,0,0,0,15,15,100,0,0,0,0,0,127
June,Borama,Xushallay - OTP and TSFP Mobile,SNS111,SCI,9.7209,43.4222,6,0,0,0,0,0,3,3,100,0,0,48,0,0,0,0,0,0,0,0,0,0,0,74
June,Lughaya,Beeyo cadadeed - OTP and TSFP Mobile,SNS112,SCI,10.20882,43.75095,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,48
June,Lughaya,Biya cas - OTP and TSFP Mobile,SNS113,SCI,9.73521,43.85376,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,41
June,Lughaya,Bulocado/qudhaanjalaY - OTP and TSFP Mobile,SNS114,SCI,10.75131,43.59125,8,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,54
June,Lughaya,Damasha - OTP and TSFP Mobile,SNS115,SCI,10.15781,43.83497,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,60
June,Lughaya,Garaaca - OTP and TSFP Mobile,SNS116,SCI,10.7142,43.82382,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,44
June,Lughaya,Kalawle - OTP and TSFP Mobile,SNS117,SCI,10.551523,43.8527,8,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,49
June,Lughaya,Laan cawale - OTP and TSFP Mobile,SNS118,SCI,10.86573,43.74596,5,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,40
June,Lughaya,magaalo xooga - OTP and TSFP Mobile,SNS119,SCI,10.4093,43.44947,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,42
June,Lughaya,Saclamoodka  - OTP and TSFP Mobile,SNS120,SCI,10.02755,44.0085,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,47
June,Lughaya,Teeb - OTP and TSFP Mobile,SNS121,SCI,10.15817,43.83447,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,32
June,Zeila,Barisle - OTP and TSFP Mobile,SNS122,SCI,11.432446,43.294363,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,8,100,0,0,0,0,0,20
June,Zeila,Bayga - OTP and TSFP Mobile,SNS123,SCI,10.55783,43.13985,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,31
June,Zeila,caashocado - OTP and TSFP Mobile,SNS124,SCI,9.907693,43.114862,11,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,35
June,Zeila,Gamada - OTP and TSFP Mobile,SNS125,SCI,11.08806,43.50773,9,0,0,0,0,0,4,4,100,0,0,25,0,0,0,8,8,100,0,0,0,0,0,35
June,Zeila,Gargara galbed - OTP and TSFP Mobile,SNS126,SCI,10.46174,43.2482,3,0,0,0,0,0,8,8,100,0,0,16,0,0,0,5,5,100,0,0,0,0,0,25
June,Zeila,Huseini - OTP and TSFP Mobile,SNS127,SCI,10.56067,43.24975,5,0,0,0,0,0,7,7,100,0,0,16,0,0,0,10,10,100,0,0,0,0,0,25
June,Zeila,Kale beydhaka - OTP and TSFP Mobile,SNS128,SCI,10.63674,44.02135,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30
June,Zeila,Qudhanjaale - OTP and TSFP Mobile,SNS129,SCI,11.08173,43.53277,11,0,0,0,0,0,5,5,100,0,0,26,0,0,0,13,13,100,0,0,0,0,0,35
June,Zeila,Muliyo - OTP and TSFP Mobile,SNS130,SCI,11.42078,43.32906,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
June,Zeila,Toqoshi - OTP and TSFP Mobile,SNS131,SCI,11.343782,43.419546,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,1,100,0,0,0,0,0,25
June,Deynile,Malable - OTP and TSFP Mobile,SNS132,SCI,2.0527778,45.276111,1585,0,0,0,0,3,144,147,98,0,2,2749,0,0,0,142,142,100,0,0,0,0,0,781
June,Deynile,Weydow - OTP and TSFP,SNS133,SCI,2.089444,45.250833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Dharkinley,Deq-rabbi - OTP and TSFP Mobile,SNS134,SCI,2.0536111,45.2675,592,0,0,1,1,3,52,57,91,4,5,1171,0,0,0,54,54,100,0,0,0,0,0,391
June,Dharkinley,Kulmiye - OTP and TSFP Mobile,SNS135,SCI,2.049444,45.258611,634,0,0,0,1,2,36,39,92,3,5,844,0,0,1,65,66,98,0,2,0,0,0,257
June,Hamarjajab,1-da May - OTP,SNS136,SCI,2.02944,45.33,392,0,0,0,3,2,22,27,81,11,7,142,0,0,0,0,0,0,0,0,0,0,0,358
June,Hamarweyne ,Gobanimo - OTP,SNS137,SCI,2.0333,45.34277,361,0,0,0,0,6,27,33,82,0,18,966,0,0,0,0,0,0,0,0,0,29,11,1116
June,Waberi,El-gab - OTP,SNS138,SCI,2.0336111,45.334722,368,1,0,0,1,1,35,37,95,5,3,23,0,0,0,0,0,0,0,0,0,0,0,75
June,Waberi,Hantiwadag - OTP ,SNS139,SCI,2.313889,45.325,495,0,0,0,0,0,26,26,100,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1038
June,Allula,Dhurbo - OTP and TSFP Mobile,SNS140,SCI,11.757783,51.189658,33,0,0,0,0,0,2,2,100,0,0,49,0,0,1,0,1,0,0,100,0,0,0,134
June,Allula,Geesaley - OTP and TSFP Mobile,SNS141,SCI,11.744967,50.50374,29,0,0,0,0,0,4,4,100,0,0,35,0,0,0,0,0,0,0,0,0,0,0,96
June,Allula,Horseela - OTP and TSFP Mobile,SNS142,SCI,11.564622,50.869,26,0,0,0,0,1,6,7,86,0,14,46,0,0,0,0,0,0,0,0,0,0,0,113
June,Allula,Murcayo - Fixed Health centre ,SNS143,SCI,11.691681,50.457833,43,0,0,0,0,0,2,2,100,0,0,61,0,0,0,0,0,0,0,0,0,0,0,132
June,Allula,Ximistiyo - OTP and TSFP Mobile,SNS144,SCI,11.760526,51.196112,44,0,0,0,0,0,7,7,100,0,0,53,0,0,0,0,0,0,0,0,0,0,0,141
June,Armo,Barookhle  - OTP and TSFP Mobile,SNS145,SCI,10.519138,49.231491,42,0,0,0,0,0,7,7,100,0,0,46,0,0,0,0,0,0,0,0,0,0,0,177
June,Armo,Carta  - OTP and TSFP Mobile,SNS146,SCI,10.496328,49.074932,38,0,0,0,0,0,3,3,100,0,0,47,0,0,1,0,1,0,0,100,0,0,0,132
June,Armo,Juurile  - OTP and TSFP Mobile,SNS147,SCI,10.385377,49.071735,41,0,0,0,0,0,2,2,100,0,0,43,0,0,0,0,0,0,0,0,0,0,0,127
June,Armo,Jiingadda  - OTP and TSFP Mobile,SNS148,SCI,10.72517,49.149988,21,0,0,0,0,2,7,9,78,0,22,27,0,0,0,0,0,0,0,0,0,0,0,94
June,Armo,Laasa-dawaco  - OTP and TSFP Mobile,SNS149,SCI,10.471521,49.082832,39,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,151
June,Bargaal,Hoodaa  - OTP and TSFP Mobile,SNS150,SCI,11.02856,50.44246,21,0,0,0,0,0,2,2,100,0,0,26,0,0,0,0,0,0,0,0,0,0,0,162
June,Bargaal,Qoroxaad/dibir - OTP and TSFP Mobile,SNS151,SCI,11.083367,50.750521,4,0,0,0,0,0,2,2,100,0,0,6,0,0,0,0,0,0,0,0,0,0,0,64
June,Bargaal,Muudiye - OTP and TSFP Mobile,SNS152,SCI,11.35013,50.67301,19,0,0,0,0,0,2,2,100,0,0,23,0,0,0,0,0,0,0,0,0,0,0,159
June,Bargaal,Taageer  - OTP and TSFP Mobile,SNS153,SCI,10.945805,50.919872,18,0,0,0,0,0,3,3,100,0,0,23,0,0,1,0,1,0,0,100,0,0,0,158
June,Bargaal,Waadi-khayr  - OTP and TSFP Mobile,SNS154,SCI,11.12964,51.055999,22,0,0,0,0,0,2,2,100,0,0,11,0,0,2,0,2,0,0,100,0,0,0,155
June,Qandala,Belwacato  - OTP and TSFP Mobile,SNS155,SCI,11.027225,50.440436,29,0,0,0,1,0,2,3,67,33,0,40,0,0,0,0,0,0,0,0,0,0,0,159
June,Qandala,Ceel-gaal - OTP and TSFP Mobile,SNS156,SCI,11.375204,50.397188,48,0,0,0,0,0,5,5,100,0,0,58,0,0,0,0,0,0,0,0,0,0,0,142
June,Qandala,Qaanlaaye - OTP and TSFP Mobile,SNS157,SCI,11.289972,50.328479,35,0,0,0,0,0,4,4,100,0,0,49,0,0,0,0,0,0,0,0,0,0,0,203
June,Qandala,Unuun - OTP and TSFP Mobile,SNS158,SCI,11.178507,50.434055,44,0,0,0,0,0,1,1,100,0,0,60,0,0,0,0,0,0,0,0,0,0,0,154
June,Qandala,Xamure - OTP and TSFP Mobile,SNS159,SCI,10.66599,50.53527,20,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,116
June,Baidoa,Awshin - OTP and TSFP Mobile,SNS160,SCI,3.1024,43.29,179,0,0,0,0,0,50,50,100,0,0,210,2,0,0,21,21,100,10,0,0,0,0,365
June,Baidoa,Berdale - OTP and TSFP Mobile,SNS161,SCI,3.213889,43.77472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Baidoa,Edkayal - OTP and TSFP Mobile,SNS162,SCI,3.135,43.663889,159,1,0,0,0,3,61,64,95,2,5,245,0,0,0,21,21,100,0,0,0,0,0,168
June,Baidoa,Gooyaale - OTP and TSFP Mobile,SNS163,SCI,3.1024,43.29,160,3,0,0,0,0,38,38,100,8,0,212,0,0,0,6,6,100,0,0,0,0,0,171
June,Baidoa,Horseed - OTP and TSFP Mobile,SNS164,SCI,3.32167,43.70778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Baidoa,Morshi - OTP and TSFP Mobile,SNS165,SCI,3.138056,43.675278,146,4,0,0,0,1,48,49,98,8,2,162,0,0,0,0,0,0,0,0,0,0,0,270
June,Berdale,Bakalhoobad - OTP and TSFP Mobile,SNS166,SCI,3.122,43.1156,62,0,0,0,0,0,37,37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Berdale,Oktoobar - OTP and TSFP Mobile,SNS167,SCI,3.1245,43.1123,56,2,0,0,0,0,39,39,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Belewaine,Banan - OTP and TSFP Mobile,SNS168,SCI,4.848607,45.24758,286,0,0,0,0,0,112,112,100,0,0,283,0,0,0,0,0,0,0,0,0,0,0,243
June,Belewaine,Gasle - OTP and TSFP Mobile,SNS169,SCI,4.920779,45.162086,140,0,0,0,0,3,38,41,93,0,7,267,0,0,0,0,0,0,0,0,0,0,0,153
June,Belewaine,Ilkacade - OTP and TSFP Mobile,SNS170,SCI,4.881407,45.22761,139,0,0,0,0,0,41,41,100,0,0,259,0,0,0,0,0,0,0,0,0,0,0,164
June,Mahas,Gooba - OTP and TSFP Mobile,SNS171,SCI,4.5,46.050189,72,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,58
June,Mahas,Mahas - OTP and TSFP Mobile,SNS172,SCI,4.38364,46.0878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,Mataban,Baribax - OTP and TSFP Mobile,SNS173,SCI,5.040856,45.322116,312,0,0,0,0,0,26,26,100,0,0,185,0,0,0,0,0,0,0,0,0,0,0,298
June,Mataban,Gelkudhal - OTP and TSFP Mobile,SNS174,SCI,5.06677,45.470278,469,0,0,0,0,0,24,24,100,0,0,175,0,0,0,0,0,0,0,0,0,0,0,306
June,Mataban,Gerijir - OTP and TSFP Mobile,SNS175,SCI,5.433441,45.5006,526,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,218
June,Mataban,Haja-hababis - OTP and TSFP Mobile,SNS176,SCI,5.37,45.53694,471,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,195
June,Mataban,Ilgule - OTP and TSFP Mobile,SNS177,SCI,5.65444,45.994167,307,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,185
June,Mataban,Labile - OTP and TSFP Mobile,SNS178,SCI,5.18401,45.46688,156,0,0,0,0,2,3,5,60,0,40,222,0,0,0,0,0,0,0,0,0,0,0,70
June,Banderbeyla,Aris - OTP and TSFP Mobile,SNS179,SCI,9.59525,50.798117,22,0,0,0,0,0,3,3,100,0,0,34,0,0,0,0,0,0,0,0,0,0,0,44
June,Banderbeyla,Banderbayla - Fixed Health centre ,SNS180,SCI,9.493291,50.813298,22,0,0,0,0,0,2,2,100,0,0,26,0,0,0,0,0,0,0,0,0,0,0,125
June,Banderbeyla,Dhuudo - Fixed Health centre ,SNS181,SCI,9.324601,50.207289,23,0,0,0,0,0,1,1,100,0,0,34,0,0,0,0,0,0,0,0,0,0,0,203
June,Banderbeyla,Dhudhub - Fixed Health centre ,SNS182,SCI,9.228863,49.918871,7,0,0,0,0,1,0,1,0,0,100,16,0,0,0,0,0,0,0,0,0,0,0,135
June,Banderbeyla,Qoton - OTP and TSFP Mobile,SNS183,SCI,9.594911,50.468883,15,0,0,0,0,0,4,4,100,0,0,27,0,0,0,0,0,0,0,0,0,0,0,146
June,Banderbeyla,Sarmaan - OTP and TSFP Mobile,SNS184,SCI,9.244875,50.60578,10,0,0,0,0,1,2,3,67,0,33,21,0,0,0,0,0,0,0,0,0,0,0,143
June,Hafun,Baarmadoobe  - OTP and TSFP Mobile,SNS185,SCI,10.05027,50.883559,10,0,0,0,0,0,5,5,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,91
